cas_entry,pdb_id,pdb_path,pdb_dir,is_overlap
cas0070,1RWW,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1rww\1rww.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1rww,False
cas0070,1RWX,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1rwx\1rwx.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1rwx,False
cas0070,1SC1,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1sc1\1sc1.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1sc1,False
cas0070,1SC3,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1sc3\1sc3.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1sc3,False
cas0070,1SC4,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1sc4\1sc4.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\1sc4,False
cas0070,2FQQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2fqq\2fqq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2fqq,True
cas0070,2H48,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h48\2h48.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h48,False
cas0070,2H4W,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h4w\2h4w.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h4w,False
cas0070,2H4Y,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h4y\2h4y.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h4y,False
cas0070,2H51,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h51\2h51.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h51,False
cas0070,2H54,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h54\2h54.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2h54,False
cas0070,2HBQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hbq\2hbq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hbq,False
cas0070,2HBR,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hbr\2hbr.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hbr,False
cas0070,2HBY,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hby\2hby.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hby,False
cas0070,2HBZ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hbz\2hbz.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\2hbz,False
cas0070,3D6F,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3d6f\3d6f.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3d6f,False
cas0070,3D6H,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3d6h\3d6h.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3d6h,False
cas0070,3D6M,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3d6m\3d6m.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3d6m,False
cas0070,3E4C,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3e4c\3e4c.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3e4c,False
cas0070,3NS7,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3ns7\3ns7.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0070\3ns7,False
cas0071,1F1J,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1f1j\1f1j.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1f1j,False
cas0071,1I4O,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1i4o\1i4o.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1i4o,False
cas0071,1K86,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1k86\1k86.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1k86,False
cas0071,1K88,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1k88\1k88.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1k88,False
cas0071,1SHJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1shj\1shj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1shj,True
cas0071,1SHL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1shl\1shl.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\1shl,True
cas0071,3H1P,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\3h1p\3h1p.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\3h1p,False
cas0071,3R5K,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\3r5k\3r5k.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\3r5k,False
cas0071,4FDL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4fdl\4fdl.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4fdl,False
cas0071,4FEA,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4fea\4fea.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4fea,True
cas0071,4HQ0,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4hq0\4hq0.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4hq0,False
cas0071,4HQR,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4hqr\4hqr.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4hqr,False
cas0071,4JJ8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4jj8\4jj8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4jj8,False
cas0071,4JR1,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4jr1\4jr1.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4jr1,False
cas0071,4JR2,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4jr2\4jr2.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\4jr2,False
cas0071,5V6U,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\5v6u\5v6u.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0071\5v6u,True
cas0072,1FMK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1fmk\1fmk.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1fmk,False
cas0072,1KSW,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1ksw\1ksw.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1ksw,False
cas0072,1Y57,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1y57\1y57.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1y57,False
cas0072,1YI6,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yi6\1yi6.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yi6,False
cas0072,1YOJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yoj\1yoj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yoj,False
cas0072,1YOL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yol\1yol.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yol,False
cas0072,1YOM,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yom\1yom.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\1yom,False
cas0072,2BDF,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2bdf\2bdf.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2bdf,False
cas0072,2BDJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2bdj\2bdj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2bdj,False
cas0072,2H8H,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2h8h\2h8h.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2h8h,False
cas0072,2HWO,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2hwo\2hwo.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2hwo,False
cas0072,2HWP,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2hwp\2hwp.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2hwp,False
cas0072,2OIQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2oiq\2oiq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2oiq,True
cas0072,2PTK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2ptk\2ptk.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2ptk,False
cas0072,2QI8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2qi8\2qi8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2qi8,False
cas0072,2QLQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2qlq\2qlq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2qlq,False
cas0072,2QQ7,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2qq7\2qq7.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2qq7,False
cas0072,2SRC,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2src\2src.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\2src,False
cas0072,3D7T,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3d7t\3d7t.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3d7t,False
cas0072,3D7U,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3d7u\3d7u.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3d7u,False
cas0072,3DQW,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3dqw\3dqw.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3dqw,False
cas0072,3DQX,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3dqx\3dqx.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3dqx,False
cas0072,3EL7,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3el7\3el7.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3el7,False
cas0072,3EL8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3el8\3el8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3el8,True
cas0072,3EN4,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en4\3en4.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en4,False
cas0072,3EN5,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en5\3en5.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en5,False
cas0072,3EN6,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en6\3en6.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en6,False
cas0072,3EN7,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en7\3en7.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3en7,False
cas0072,3F3T,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3t\3f3t.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3t,True
cas0072,3F3U,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3u\3f3u.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3u,True
cas0072,3F3V,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3v\3f3v.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3v,True
cas0072,3F3W,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3w\3f3w.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f3w,True
cas0072,3F6X,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f6x\3f6x.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3f6x,False
cas0072,3G5D,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3g5d\3g5d.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3g5d,False
cas0072,3G6G,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3g6g\3g6g.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3g6g,True
cas0072,3G6H,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3g6h\3g6h.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3g6h,False
cas0072,3GEQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3geq\3geq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3geq,False
cas0072,3LOK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3lok\3lok.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3lok,False
cas0072,3OEZ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3oez\3oez.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3oez,False
cas0072,3OF0,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3of0\3of0.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3of0,False
cas0072,3QLF,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3qlf\3qlf.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3qlf,False
cas0072,3QLG,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3qlg\3qlg.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3qlg,False
cas0072,3SVV,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3svv\3svv.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3svv,False
cas0072,3TZ7,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3tz7\3tz7.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3tz7,True
cas0072,3TZ8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3tz8\3tz8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3tz8,True
cas0072,3TZ9,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3tz9\3tz9.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3tz9,True
cas0072,3U4W,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3u4w\3u4w.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3u4w,False
cas0072,3U51,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3u51\3u51.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3u51,False
cas0072,3UQF,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3uqf\3uqf.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3uqf,False
cas0072,3UQG,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3uqg\3uqg.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\3uqg,False
cas0072,4AGW,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4agw\4agw.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4agw,True
cas0072,4DGG,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4dgg\4dgg.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4dgg,False
cas0072,4FIC,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4fic\4fic.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4fic,False
cas0072,4K11,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4k11\4k11.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4k11,False
cas0072,4LGG,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4lgg\4lgg.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4lgg,False
cas0072,4LGH,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4lgh\4lgh.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4lgh,False
cas0072,4MCV,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mcv\4mcv.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mcv,False
cas0072,4MXO,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxo\4mxo.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxo,False
cas0072,4MXX,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxx\4mxx.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxx,False
cas0072,4MXY,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxy\4mxy.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxy,False
cas0072,4MXZ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxz\4mxz.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4mxz,False
cas0072,4O2P,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4o2p\4o2p.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4o2p,False
cas0072,4U5J,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4u5j\4u5j.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4u5j,False
cas0072,4YBJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4ybj\4ybj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4ybj,False
cas0072,4YBK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4ybk\4ybk.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\4ybk,False
cas0072,5BMM,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5bmm\5bmm.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5bmm,False
cas0072,5D10,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5d10\5d10.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5d10,False
cas0072,5D11,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5d11\5d11.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5d11,False
cas0072,5D12,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5d12\5d12.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5d12,False
cas0072,5J5S,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5j5s\5j5s.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5j5s,True
cas0072,5K9I,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5k9i\5k9i.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5k9i,False
cas0072,5SWH,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5swh\5swh.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5swh,False
cas0072,5SYS,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5sys\5sys.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5sys,False
cas0072,5T0P,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5t0p\5t0p.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5t0p,False
cas0072,5TEH,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5teh\5teh.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5teh,False
cas0072,5XP7,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5xp7\5xp7.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0072\5xp7,False
cas0073,1BE3,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1be3\1be3.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1be3,False
cas0073,1BGY,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1bgy\1bgy.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1bgy,False
cas0073,1L0L,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1l0l\1l0l.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1l0l,False
cas0073,1L0N,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1l0n\1l0n.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1l0n,False
cas0073,1NTK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ntk\1ntk.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ntk,False
cas0073,1NTM,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ntm\1ntm.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ntm,False
cas0073,1NTZ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ntz\1ntz.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ntz,False
cas0073,1NU1,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1nu1\1nu1.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1nu1,False
cas0073,1PP9,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1pp9\1pp9.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1pp9,False
cas0073,1PPJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ppj\1ppj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1ppj,False
cas0073,1QCR,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1qcr\1qcr.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1qcr,False
cas0073,1SQB,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqb\1sqb.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqb,False
cas0073,1SQP,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqp\1sqp.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqp,False
cas0073,1SQQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqq\1sqq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqq,False
cas0073,1SQV,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqv\1sqv.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqv,False
cas0073,1SQX,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqx\1sqx.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\1sqx,False
cas0073,2A06,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\2a06\2a06.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\2a06,False
cas0073,2FYU,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\2fyu\2fyu.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\2fyu,False
cas0073,2YBB,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\2ybb\2ybb.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\2ybb,False
cas0073,4D6T,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\4d6t\4d6t.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\4d6t,False
cas0073,4D6U,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\4d6u\4d6u.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\4d6u,False
cas0073,5KLV,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\5klv\5klv.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\5klv,False
cas0073,5LUF,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\5luf\5luf.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\5luf,False
cas0073,5NMI,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\5nmi\5nmi.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0073\5nmi,False
cas0074,1HQ6,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0074\1hq6\1hq6.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0074\1hq6,False
cas0074,1IBT,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0074\1ibt\1ibt.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0074\1ibt,False
cas0074,1IBU,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0074\1ibu\1ibu.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0074\1ibu,False
